,min_xray_0+xray_1,xray_0+xray_1_min_0_xray_1,xray_0+xray_1_min_0_r_free_0,xray_0+xray_1_min_0_r_free_1,xray_0+xray_1_min_0_rmsd_avg_0,xray_0+xray_1_min_0_rmsd_avg_1,xray_0+xray_1_min_0_pdb
0,8.045476709094727,4.061225943383829,0.1461343401393197,0.1671284616429086,0.1841947692585655,0.1427751016329526,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/118_2_state_2_cif_no_weight/0/output_343/pdbs/182.pdb
1,8.571996748816435,4.301031050543654,0.2122219118529887,0.2347859160169596,0.1921552883799284,0.1994168912964521,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/118_2_state_2_cif_no_weight/1/output_38/pdbs/14.pdb
2,8.574500510472957,4.294581321769078,0.2158786661185034,0.2194554036708876,0.1639434568300445,0.1636745466839356,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/118_2_state_2_cif_no_weight/2/output_488/pdbs/20.pdb
3,8.221595457240639,4.111902405275264,0.1648416683347266,0.1780430764139093,0.1052781049453336,0.1037646015685236,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/118_2_state_2_cif_no_weight/3/output_304/pdbs/35.pdb
4,8.545604218317369,4.2745122924563175,0.1984673091812187,0.2082010754942833,0.1685070319103388,0.1660289771001261,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/118_2_state_2_cif_no_weight/4/output_418/pdbs/177.pdb
5,8.78401051591959,4.389443973330219,0.238068670787809,0.2433815679434308,0.1859406755208399,0.1817434686716027,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/118_2_state_2_cif_no_weight/5/output_378/pdbs/179.pdb
6,8.211289982785736,4.099708923449155,0.1679798861972455,0.1764821229852543,0.0468999721148351,0.046491911847337,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/118_2_state_2_cif_no_weight/6/output_55/pdbs/71.pdb
7,8.526897748966398,4.2807473876736335,0.197635547213729,0.2100574772825465,0.1660752214698234,0.1704620743410759,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/118_2_state_2_cif_no_weight/7/output_307/pdbs/79.pdb
8,7.786441444976836,3.888008043237134,0.1310731144733075,0.1310359728466587,0.2334044379357233,0.2366517417725119,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/118_2_state_2_cif_no_weight/8/output_398/pdbs/394.pdb
9,8.096223151758814,4.050618993954163,0.1581277053316204,0.162756627758604,0.1030566658773535,0.0932461965582064,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/118_2_state_2_cif_no_weight/9/output_326/pdbs/185.pdb
