,avg_min_r_free,min_r_free,avg_r_free
0,0.5635375193008859,0.4028967570320177,0.5644838237692769
1,0.5618164789527953,0.5301469186390428,0.6032128980308676
2,0.5579795244458361,0.4908077831049425,0.6090944063817909
3,0.5525522833500127,0.3729798323518439,0.5911936979811845
4,0.5493919684420127,0.3932676583887794,0.5865061588825918
5,0.5577094701681666,0.3660474450452058,0.5779737280760048
6,0.558070538292102,0.424908654428197,0.5836559995922916
7,0.5490079526461862,0.3892648677030719,0.5664229198416041
8,0.5566749624740076,0.3673160125263825,0.5809026534877678
9,0.547852748754005,0.3468827708498174,0.5714205590331072
10,0.5523125911536798,0.3461215032873426,0.567552348569753
11,0.5533666142032728,0.4118079268966648,0.585217821767329
12,0.5596974854370599,0.4103009587842171,0.5713038439762773
13,0.5613807745327547,0.5035830025494514,0.5702026404400105
14,0.5524936411261812,0.3308598333661952,0.5542037353878896
15,0.5570941027999332,0.4757878991300668,0.5746285848977625
16,0.5473150765787929,0.486865556878682,0.5658813560854395
17,0.5612042654650836,0.5477067016039094,0.5740667790517299
18,0.5608713737667513,0.523694295583193,0.5673402702251776
19,0.5501750185492558,0.4630698381455275,0.5639155975199105
20,0.5498677712309651,0.3216184582910278,0.5070257664550265
21,0.5450245718460452,0.3811767025966492,0.5559137801757805
22,0.5468157328639404,0.5224375860582063,0.5922722105191948
23,0.5275931935356409,0.3043657436353435,0.5750400012566591
24,0.5311367475156702,0.3083056462072937,0.5636193926311702
25,0.5374112554568142,0.4409538655701513,0.4873778456177709
26,0.5596024232852207,0.5398325455882781,0.5778943839676496
27,0.5378372769220401,0.3984253841182238,0.5629211715790019
28,0.5397280918798993,0.4260906361629329,0.5580326265772177
29,0.5253167137945388,0.4115034382244577,0.5384637043801056
30,0.5412579704405982,0.5249558706380726,0.5540860361523107
31,0.5369278726900634,0.5280349605797775,0.5880175777251113
32,0.5202100278124446,0.3255895696519709,0.5514279401564477
33,0.5288112203125348,0.4125907888468972,0.523563974386954
34,0.5104531144965959,0.3238755495447617,0.5510265492914037
35,0.5233199413453055,0.4531023882131289,0.5420726539980274
36,0.5212129073396436,0.4558364102498406,0.5697245067361103
37,0.5304378791653275,0.4974714606315498,0.562231725835809
38,0.5240238672006997,0.5030282488092007,0.5321291201672738
39,0.5131120645484759,0.4405170039388676,0.5024890050428649
40,0.5256572525090252,0.5165871127755253,0.539204834922174
41,0.5026512386009171,0.393743389868759,0.5150938979713677
42,0.49044028597294503,0.3949937727901995,0.5306207679541841
43,0.5192376244607987,0.500447640189238,0.5425168872735214
44,0.4381472285880804,0.326096168708291,0.4936612623512639
45,0.5067770758413909,0.4606901035785669,0.529540479255932
46,0.5107409902341137,0.5005902591689738,0.5287975466392739
47,0.5008898602813305,0.4865248759319643,0.5237193865634158
48,0.5033407603336824,0.4776036992874443,0.49311348445963
49,0.4939373109156023,0.3124820442251065,0.5156589357259396
50,0.5651092183234668,0.5370565988949255,0.5623984213310387
51,0.5086594592357908,0.4482078160423849,0.5293159093212991
52,0.4322875526286715,0.3618847271886382,0.4438644981267329
53,0.38500194349195116,0.321915356854071,0.4173521470295449
54,0.3863163271388937,0.3448532265473835,0.42567859222532567
55,0.39044713786872415,0.3530773673429654,0.40931287546064893
56,0.3833705563796327,0.3611002435797318,0.3752657463078144
57,0.39756188140191717,0.3344214804951295,0.3877873084631806
58,0.4254132693020208,0.3739539009728236,0.4352213691332677
59,0.4335291417408655,0.3337247838490178,0.48041345962770643
60,0.4571583488248064,0.3718276983502799,0.5006572195234068
61,0.5200957569336389,0.3945987793172725,0.5607988658200704
62,0.568368451157012,0.5469153891623951,0.6044770723273916
63,0.5667251290711316,0.5462291023323924,0.6019708205059557
64,0.5688893571924004,0.5494662417246966,0.606581543002216
65,0.5543319512882168,0.5384886099983247,0.5990478103098837
66,0.5594422765110718,0.5475835625398753,0.6013315702532568
67,0.5568840401587422,0.5433455946764371,0.6015050404643578
68,0.5627344126040519,0.5479040511720675,0.6003771725362493
69,0.5537810245236059,0.5395419229322849,0.5998528215890253
70,0.5525233720123083,0.5389441236522765,0.6005964350938163
71,0.5545212788790602,0.539821756016181,0.6014093961869641
72,0.5546522579226703,0.5431633800403691,0.6031717834565093
73,0.552634797905832,0.5470165371089495,0.5975421088212736
74,0.5567914368063797,0.5449255244627795,0.6037350904484775
75,0.5574355001344384,0.5480591136360966,0.6013686475612523
76,0.5611802288379686,0.5583289042036267,0.607543879497131
77,0.5558275725203471,0.5389779662428402,0.5980366506871656
78,0.5531979797603415,0.5451754513162633,0.5994177402528665
79,0.5514254961201606,0.544791993182386,0.5978808928113527
80,0.5541122394810334,0.5479476576766321,0.5991544653509907
